magnitude,yod,coordinate,row,col,anthrome,prec_2001,prec_2002,prec_2003,prec_2004,prec_2005,prec_2006,prec_2007,prec_2008,prec_2009,prec_2010,prec_2011,prec_2012,prec_2013,pop_2001,pop_2002,pop_2003,pop_2004,pop_2005,pop_2006,pop_2007,pop_2008,pop_2009,pop_2010,pop_2011,pop_2012,pop_2013,Soil_Grid__bdod_mean,Soil_Grid__cec_mean,Soil_Grid__phh2o_mean,Soil_Grid__soc_mean,tmean_2001,tmean_2002,tmean_2003,tmean_2004,tmean_2005,tmean_2006,tmean_2007,tmean_2008,tmean_2009,tmean_2010,tmean_2011,tmean_2012,tmean_2013,label
633.5752563,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76027343606472,12.203560487931357]}",8615,30811,22,1441,1346,1345,1582,1564,1451,1729,1484,1359,1307,1506,787,1347,2.834103823,2.787055492,2.694212437,2.521631718,2.846748114,2.749092817,2.896739006,4.053559303,3.983122587,2.756137848,2.629934311,2.385577202,2.520967007,143,269,70,62,35758,35790,32824,35733,35780,35767,35771,35735,35780,35813,35744,35822,35822,0
315.7728271,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67751976380956,12.981476525838184]}",8522,30801,25,1009,994,983,1188,1412,1021,1396,1263,1202,1251,1168,726,1258,1.143141985,1.101686954,1.099086046,1.107372642,1.134975195,1.116182566,1.261327028,1.275534749,1.241454601,1.068984747,1.020041704,0.830194354,1.051506162,144,216,68,86,35708,35728,32791,35684,35733,35718,35718,35662,35722,35758,35668,35761,35771,0
242.6223145,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.29562491567681,11.873166080736254]}",8655,30755,32,2331,2188,2243,2604,2245,2859,3154,2321,2467,2329,2573,1554,2409,0.2734285,0.28776446,0.264838874,0.293496162,0.242959678,0.245558649,0.247427374,0.24830161,0.245100647,0.198931262,0.232820198,0.271063685,0.354779541,128,229,57,106,35597,35615,32669,35582,35618,35611,35619,35595,35639,35658,35605,35652,35648,0
582.2105713,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38467535753495,12.917400941162603]}",8529,30886,25,998,734,720,1035,1439,689,1166,1189,978,989,1093,638,1077,0.500994265,0.521795928,0.576705694,0.454151869,0.625896275,0.606589437,0.58924365,0.643043995,0.709189355,0.710776508,0.653027594,0.72693789,0.781793475,141,137,66,62,35741,35777,32824,35709,35771,35740,35741,35690,35740,35788,35695,35812,35816,0
254.6720123,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67412539777725,13.183373781079663]}",8497,30800,25,957,935,915,1145,1403,979,1388,1250,1225,1341,1132,739,1279,3.022810459,3.065185785,2.893105268,3.254372597,3.207378864,3.061431646,3.152976274,3.141705513,3.181791306,3.436003685,2.600094795,2.703099489,2.39672327,144,214,68,85,35729,35744,32816,35700,35745,35735,35733,35676,35739,35775,35684,35776,35786,0
290.8380127,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.7834269960535,12.426703264130285]}",8588,30814,25,1577,1450,1487,1745,1861,1533,1918,1676,1538,1484,1643,881,1588,3.295201302,3.34564662,3.890293121,2.171400547,5.208454609,5.010385513,4.036148071,4.841780186,5.000155449,3.455729961,5.451220512,3.909716129,5.972696781,141,261,69,73,35706,35740,32781,35684,35732,35715,35720,35676,35725,35760,35685,35770,35775,0
355.6782837,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85372419625041,13.138230176745045]}",8503,30822,22,899,809,820,1044,1370,830,1249,1161,1090,1156,1029,649,1159,1.780747175,1.729281187,1.687018871,1.817508221,1.72727263,1.698337913,1.693729281,1.679885983,1.707960844,1.549470663,1.947123528,1.953365803,1.890549898,145,187,68,58,35770,35788,32855,35742,35789,35773,35774,35712,35777,35815,35725,35825,35834,0
456.1025085,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5572858619806,13.08418504331489]}",8509,30786,25,1091,1071,1096,1289,1564,1137,1517,1341,1347,1425,1269,836,1417,1.677248478,1.678976655,1.626784205,1.735259414,1.627927065,1.606354952,1.697628498,1.608446002,1.462701082,1.294865727,1.328065395,1.893544674,1.945107698,142,229,69,61,35672,35689,32757,35645,35693,35684,35680,35625,35687,35718,35633,35720,35731,0
373.1656494,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42418272635521,12.890585276475873]}",8533,30890,25,979,703,688,1001,1378,664,1127,1161,924,943,1088,637,1035,0.696472466,0.659405291,0.690462112,0.628878474,0.796797037,0.735732257,0.741205931,0.822778702,0.843609452,1.014089704,0.891413927,0.739984989,0.811719775,140,139,66,58,35757,35797,32838,35728,35790,35758,35760,35709,35759,35809,35715,35829,35835,0
247.8610687,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70672984669768,12.942434614046368]}",8526,30924,11,974,701,647,1050,1476,607,1120,1182,939,928,1099,681,1066,0.81336087,0.986031055,1.24720037,1.115070224,1.257886887,1.569837928,1.378323555,1.706086159,1.576439619,1.608054638,1.601522684,1.601592541,1.555336475,141,206,66,126,35705,35738,32789,35670,35733,35698,35699,35654,35704,35753,35660,35778,35777,0
227.5454865,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.6840458891947,12.179577618804098]}",8618,30802,22,1492,1412,1414,1632,1608,1551,1832,1517,1429,1361,1562,818,1400,7.244465828,6.339697838,7.327631474,6.144675255,6.497327328,6.538177013,6.053554058,5.625473022,5.456658363,5.291686535,6.31268692,4.490674973,4.460765839,142,293,73,64,35744,35774,32807,35720,35767,35753,35761,35722,35770,35801,35730,35808,35805,0
320.9489746,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.24726567622358,12.880115590566001]}",8534,30869,25,1051,815,799,1104,1458,780,1260,1269,1037,1069,1168,678,1135,1.664155483,1.418223739,1.243126392,1.366446376,1.542322278,1.393036127,1.314791679,1.305302858,1.295764089,1.330913186,1.156997919,0.83707881,0.961582541,139,136,65,69,35715,35750,32800,35687,35746,35716,35718,35664,35715,35765,35672,35782,35792,0
419.3449402,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.53634211796113,13.050809514040433]}",8513,30784,25,1098,1104,1113,1301,1544,1163,1536,1360,1353,1432,1286,835,1410,1.867015839,1.709320188,1.645316482,1.634518147,1.699159265,1.579918623,1.534031868,1.480420947,1.379575968,1.453536987,1.832298756,1.67382431,1.854681492,142,210,69,66,35657,35669,32743,35631,35675,35665,35664,35611,35672,35704,35618,35704,35715,0
463.9066467,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42340335892469,17.751463497980588]}",7949,30890,25,691,604,690,685,1225,940,741,1059,758,1077,665,657,986,1.527159691,1.559082508,1.549006701,1.513786316,1.439155579,1.538640618,1.865829706,1.813747406,1.721472502,1.664767265,1.440320611,1.313062191,1.348772287,163,301,73,60,35959,35978,33007,35944,35955,35964,35991,35933,36055,36044,35965,36036,35981,0
392.137146,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.78293235861501,13.023585157684277]}",8517,30933,12,965,675,625,1027,1477,580,1093,1136,928,907,1058,653,1040,4.565063477,5.279324532,4.430147171,5.303495407,4.714532375,5.093148708,5.267894268,4.737371922,5.24277401,5.343162537,6.213956356,3.5577209,4.073039055,141,200,67,60,35711,35743,32796,35676,35742,35703,35705,35663,35713,35756,35667,35785,35783,0
272.0549011,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2254515047337,11.953242993206734]}",8645,30747,26,2037,2110,2022,2298,1965,2526,2730,2165,2212,2069,2268,1394,2137,0.933694959,0.826073885,0.811203837,0.727289677,0.775637388,0.918266058,0.673310637,0.682227433,0.656436265,0.927735686,0.667836368,0.794723153,0.775828779,128,221,56,108,35626,35640,32693,35610,35646,35638,35647,35623,35669,35684,35631,35678,35677,0
364.2883911,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.38471062211028,13.12328788522567]}",8505,30766,25,1088,1118,1141,1328,1493,1240,1564,1361,1405,1528,1337,904,1466,2.160429955,2.159805536,1.973313451,2.138926983,2.774355173,2.394351244,2.20638752,2.497428894,2.568634033,2.787492275,2.920930386,2.743472099,2.580601931,143,229,69,91,35649,35656,32734,35621,35665,35658,35656,35606,35666,35693,35613,35690,35698,0
210.2338867,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.82756593917155,17.281423610815768]}",8006,30819,22,488,459,506,572,1037,693,652,807,645,837,484,449,716,4.258620262,4.882886887,4.686202526,5.637356758,4.7533741,4.336027145,4.89136219,5.821709633,6.806070805,6.819805145,7.464090347,5.810983658,4.501114845,160,300,73,60,36114,36157,33187,36110,36110,36115,36136,36084,36193,36172,36111,36186,36132,0
248.2212372,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.37364919751099,16.17237009363365]}",8139,30764,31,401,416,421,489,874,537,681,655,667,637,402,306,504,1.580356598,1.559738755,1.561013937,1.514707685,1.578478098,1.766219616,1.791341424,1.960261345,2.169455528,2.040329218,2.061914444,2.102463961,2.12285161,150,408,78,78,36084,36122,33171,36073,36060,36068,36075,36030,36111,36113,36070,36121,36089,0
332.0869751,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.68894478767515,13.268838374061438]}",8487,30802,22,900,841,835,1039,1339,884,1290,1151,1144,1263,1027,678,1187,2.24538064,2.295689583,2.403107166,2.609776258,2.359972239,2.615970135,2.77821517,2.869983673,2.656714916,2.790404797,2.696578741,2.812857866,2.520488024,143,202,69,65,35721,35736,32810,35695,35739,35730,35726,35666,35730,35766,35676,35771,35779,0
383.84021,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.68696729658265,12.678727657412704]}",8558,30802,22,1190,1143,1097,1306,1426,1165,1514,1350,1217,1208,1268,737,1241,1.834901094,1.766080379,1.792401552,1.708503842,1.66713953,1.706831098,1.680729628,2.215988636,2.233821154,1.98833859,2.177198172,2.095831633,2.133785725,137,246,70,130,35657,35681,32736,35634,35686,35670,35670,35621,35673,35709,35626,35715,35724,0
223.4371338,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70203101449368,12.936668029448331]}",8527,30924,11,986,715,660,1077,1516,616,1138,1207,961,946,1118,703,1094,1.056602955,1.388702631,1.254380226,1.445776939,1.931500316,1.591479182,2.573283911,2.882612228,2.789139032,1.486949444,2.539347172,1.524353266,3.519891977,0,0,0,0,35697,35734,32784,35664,35730,35694,35693,35652,35699,35747,35656,35771,35772,0
263.6915283,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.98408485531168,11.962420414146049]}",8644,30838,12,1111,949,966,1247,1272,1085,1317,1130,1003,1005,1263,644,1008,3.543611288,2.56327033,3.35067749,3.403609753,3.343268871,3.250469923,3.469747543,3.311045647,3.350504637,3.198010445,2.81012249,2.408576012,2.555720806,137,289,69,90,35782,35827,32843,35757,35801,35786,35794,35757,35799,35840,35773,35854,35850,0
386.4664612,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.39787717720807,17.541388872593465]}",7975,30887,25,569,498,596,571,1076,775,646,931,629,905,545,548,809,0.858570755,0.887946069,0.86107254,0.925116897,0.845246315,0.858524919,0.967912316,0.958722651,0.988129377,0.88771081,0.833016634,0.697653413,0.749656618,164,341,73,61,36054,36080,33103,36040,36047,36058,36078,36026,36143,36129,36055,36128,36073,0
376.661377,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.54186735214039,13.211448729866198]}",8494,30785,25,955,963,958,1149,1404,1018,1386,1229,1249,1372,1141,763,1294,1.821881056,1.912030458,1.873308659,2.094080448,1.91675961,1.873442173,1.998003125,1.757979155,1.678220868,1.563271523,1.548067927,1.416266441,1.398125887,143,218,70,79,35706,35718,32792,35678,35722,35715,35712,35658,35721,35753,35662,35753,35760,0
320.3314209,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.70782910177604,13.060658015043]}",8512,30804,22,956,899,909,1115,1386,946,1341,1209,1144,1213,1106,709,1196,1.489183903,1.558771849,1.501831412,1.652647734,1.41826129,1.462987304,1.564231992,1.91413486,1.922802687,1.941956997,2.094553232,1.988073826,2.024717093,143,199,67,60,35722,35740,32805,35695,35742,35729,35727,35672,35732,35770,35677,35774,35784,0
281.8332825,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.9661719961007,11.941370767604871]}",8647,30835,12,1128,961,975,1264,1265,1114,1330,1147,1023,1021,1285,654,1020,4.130876064,3.789381266,4.125350475,4.590166092,5.007283688,5.026082039,5.673084259,4.683579445,4.108882904,3.650801182,3.777015448,4.825510502,4.731339931,139,301,71,76,35768,35810,32828,35743,35785,35773,35779,35743,35786,35826,35760,35841,35836,0
306.1194763,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85040953998616,16.777472455803093]}",8066,30822,25,457,429,502,502,973,595,658,742,588,696,414,357,581,3.680726051,3.787961483,3.777594805,2.205201864,3.821775198,3.646959305,2.476374149,3.741809607,4.542935848,3.824143648,4.730932713,3.755671501,4.734830856,155,239,72,174,36153,36200,33222,36147,36137,36147,36158,36118,36215,36195,36155,36217,36158,0
369.8644104,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19972759435134,13.092670544649701]}",8508,30983,25,1064,766,663,1140,1669,620,1156,1211,970,965,1140,740,1045,2.348667622,2.307819128,2.786610126,3.31171608,3.698070765,2.980705261,1.990900636,2.107646704,2.857480764,3.110614538,2.631191254,2.219552755,2.38405776,140,193,69,57,35717,35742,32800,35682,35747,35707,35706,35680,35730,35764,35681,35791,35782,0
587.1698608,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.08876014795193,17.955863752628826]}",7925,30850,25,646,596,617,687,1147,894,680,924,770,1022,644,600,940,1.413600564,1.424012661,1.450199366,2.009345293,1.361854076,1.426571965,1.753468752,1.412393212,1.441799998,1.323698401,1.34472394,1.132133603,1.17656076,162,356,74,52,35962,35975,33014,35954,35963,35965,35999,35939,36058,36045,35961,36041,35982,0
496.3243713,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.28681440808387,14.74815391903114]}",8310,30634,25,733,861,786,949,1823,1304,1881,1288,1829,1880,1432,1216,1397,2.073316097,1.957147121,1.827664375,2.028150558,1.978068113,1.984848976,2.041125774,1.957268953,2.719105721,2.255722284,2.498473167,1.990482926,2.193469048,143,297,67,67,35818,35837,32933,35813,35819,35826,35814,35782,35850,35858,35798,35835,35835,0
358.3789978,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.26633558142136,13.54351866115621]}",8454,30991,25,997,759,623,1000,1587,553,1118,1050,929,925,953,618,928,1.213183284,1.23293519,1.152930737,1.19917345,1.226330996,1.133391976,1.320891857,1.048777223,1.025176644,1.036740422,1.03874135,1.369291902,1.742264271,147,252,72,62,35796,35811,32873,35756,35818,35784,35783,35757,35818,35842,35764,35869,35850,0
239.9973755,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.91813271713109,17.50943393353755]}",7978,30830,25,480,447,503,548,955,669,573,776,612,789,472,440,696,2.548621416,2.55188942,2.643756866,2.319490671,2.293861866,2.515387058,2.109487057,2.691462994,2.915556908,2.694282532,2.762560129,2.874525785,2.945387602,160,318,71,58,36097,36130,33163,36090,36095,36098,36124,36069,36183,36166,36093,36170,36116,0
355.3748169,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.70623014717681,13.06041923903347]}",8512,30804,22,956,899,909,1115,1386,946,1341,1209,1144,1213,1106,709,1196,1.504591465,1.592768908,1.536672473,1.711314321,1.420798659,1.43902421,1.567709684,1.736843705,1.734132648,2.011971235,2.38030839,2.15005827,2.292740822,143,204,68,61,35722,35740,32805,35695,35742,35729,35727,35672,35732,35770,35677,35774,35784,0
213.1678467,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.00626874439232,12.015435767138047]}",8638,30840,12,1089,922,939,1208,1257,1033,1271,1103,973,973,1215,624,986,2.355213642,2.329726696,2.831231594,3.100788832,2.76920104,2.556869984,2.865985394,2.914755583,2.431491375,1.908579588,2.095316648,1.465817213,1.773818851,138,292,70,70,35795,35839,32857,35766,35815,35797,35805,35768,35812,35852,35782,35868,35864,0
244.1708679,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.9797688271614,16.806153815880652]}",8063,30597,32,321,352,258,480,781,665,555,509,662,575,512,281,402,1.071581483,1.138082981,1.127612114,1.369147182,1.268610835,1.16488564,1.171053767,1.095477819,1.25122571,1.041768551,2.045088291,2.199854374,2.338031292,149,407,77,68,35893,35936,33007,35902,35881,35866,35910,35863,35930,35937,35867,35903,35891,1
406.9176941,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.60384626627906,12.301775725617402]}",8603,30792,11,1441,1399,1361,1559,1555,1499,1789,1463,1388,1312,1478,803,1380,38.61621094,41.03121185,44.81872559,43.77005768,43.799366,43.69302368,54.27241898,57.81123352,53.74129486,51.38170624,48.31341934,40.36817551,42.68643951,0,0,0,0,35701,35726,32769,35680,35726,35713,35719,35680,35728,35757,35685,35760,35764,0
384.4385071,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.72881353220525,13.169729259411962]}",8499,30807,25,917,879,855,1084,1369,907,1301,1197,1152,1243,1068,697,1206,1.921248913,1.856424809,1.954857826,2.173126698,1.879411936,1.825315833,2.416942358,2.470588207,2.603435516,2.873665571,3.256975889,3.50170207,2.9275105,145,189,68,69,35743,35760,32829,35714,35763,35749,35749,35689,35752,35788,35697,35794,35802,0
311.6820374,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.6898583710139,17.361897199418863]}",7996,30682,31,301,356,273,467,712,541,417,493,601,558,420,274,443,1.449611306,1.475851297,1.480872989,1.421926498,1.456356049,1.517323375,1.556492686,1.750211477,1.711647272,1.47901237,1.560990214,1.637530804,1.565151215,157,369,77,71,36134,36168,33226,36121,36126,36097,36148,36095,36179,36165,36105,36170,36126,0
225.2527924,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.17185297828566,13.194750422205749]}",8496,30980,25,1067,770,645,1115,1622,610,1152,1184,976,964,1116,716,1034,2.379432201,2.64446044,2.627001286,2.481776714,2.545204639,2.672646761,2.455698967,2.330346584,2.155016899,1.959153414,1.939261436,1.90247345,2.08643055,144,172,69,57,35727,35750,32812,35690,35753,35716,35713,35688,35740,35775,35689,35802,35791,0
234.0720825,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.93608345600164,17.380096346984]}",7994,30832,25,481,448,514,539,995,669,600,800,601,802,473,441,686,1.316882253,1.336704373,1.381672382,1.465630054,1.370678425,1.392948151,1.476412773,1.445484281,1.560964108,1.428788185,1.53209877,1.451443434,1.526690245,161,287,71,54,36101,36145,33173,36101,36100,36106,36129,36074,36187,36165,36101,36176,36121,0
294.097168,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6623411413493,12.824942707861249]}",8540,30919,12,1089,767,743,1175,1624,697,1249,1312,1027,1031,1244,761,1180,8.415362358,9.302688599,8.272496223,13.65358543,10.24376106,10.63768387,12.19436073,9.500435829,11.16103554,11.7847538,10.79078293,13.00409508,11.07720947,141,250,65,65,35670,35709,32757,35638,35700,35665,35667,35624,35672,35719,35631,35744,35746,0
300.332489,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47606817319021,17.016160511470957]}",8038,30897,25,726,618,706,698,1395,921,927,1095,840,1058,616,634,962,1.734195232,2.005517721,2.036933184,1.620424867,2.116946936,2.125796795,2.004023075,2.404080391,2.228161335,2.460284948,2.614463329,3.144557476,2.786621332,157,325,71,76,35991,36026,33045,35974,35970,35985,35993,35962,36063,36042,35994,36059,35998,0
357.9555054,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.11115680679544,11.876264340823534]}",8654,30733,26,2499,2551,2493,2757,2312,3091,3346,2583,2763,2593,2712,1731,2647,0.496689081,0.451681018,0.516114414,0.315586388,1.260507941,0.430695891,0.328215301,0.649810612,0.799385548,0.573329866,0.447401702,0.890938699,0.570169806,120,205,55,151,35529,35542,32604,35516,35550,35545,35550,35533,35574,35588,35538,35583,35580,0
294.0562744,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.34386076284731,12.864741680241861]}",8536,30881,25,974,721,721,1026,1420,690,1152,1162,950,963,1070,621,1054,2.380286932,2.771507263,2.798553944,2.905756474,2.861800909,2.83702755,2.419331312,2.484511137,2.810901642,2.638588667,2.303832769,2.84010458,2.632803917,139,120,66,67,35750,35787,32831,35718,35778,35748,35753,35697,35749,35799,35707,35819,35824,0
733.6967163,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.28752309733183,16.6941378243805]}",8076,30874,31,595,564,621,628,1260,786,908,966,746,894,517,516,788,0.825808883,0.919040799,0.879797041,0.981914341,0.957841635,1.010311007,1.021733999,1.114786267,1.001654506,1.108406544,1.095126987,0.963898838,1.091682196,160,291,73,70,36131,36171,33180,36119,36103,36121,36124,36100,36197,36171,36138,36198,36131,0
397.8394165,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.36987096812254,13.516802732806084]}",8457,31004,32,1249,1026,792,1315,1921,742,1401,1382,1207,1213,1270,838,1181,0.77278918,0.965799987,0.905635595,0.821639538,0.910486579,1.122743487,0.870704114,0.840828419,1.007172585,1.039259315,1.113395333,0.627735019,0.604135931,135,211,66,129,35600,35616,32689,35561,35622,35588,35588,35562,35622,35647,35569,35668,35652,0
521.0366821,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78526082226354,13.168542834139764]}",8499,30574,12,3179,3101,3626,3364,3971,4243,4847,3745,4429,4836,4468,3403,4290,2.140058517,2.13686347,2.285789251,2.402284384,2.237753391,2.437035084,3.145694733,4.048829079,3.852882624,3.63398695,3.698434591,2.987752914,3.000433207,126,223,63,152,36079,36081,33116,36068,36098,36093,36071,36078,36120,36131,36093,36105,36105,0
289.3996887,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.39769767507102,16.632957092244954]}",8084,30887,25,528,502,560,538,1094,671,781,849,628,753,450,455,660,2.41394043,2.102850914,2.304003239,1.938883901,2.559629917,2.551163197,2.482758045,2.817598343,2.629477978,2.857830524,2.665874004,3.051320553,2.940370798,163,255,75,56,36165,36200,33204,36146,36132,36150,36150,36129,36226,36199,36171,36229,36159,0
325.0155945,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.39974023253917,13.162595306032662]}",8500,30887,12,1064,809,739,1127,1614,728,1311,1333,1124,1136,1160,711,1228,2.605853081,2.587145805,2.762456894,2.486394167,2.637233734,2.823575497,2.842898846,2.665053606,2.149819851,2.839622021,2.681765556,2.723286629,2.855397463,141,99,64,57,35678,35709,32771,35647,35703,35675,35679,35623,35679,35729,35632,35746,35749,0
260.8540344,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.03279197661443,13.173012202841553]}",8499,30963,25,1136,843,712,1229,1800,656,1284,1332,1097,1069,1221,794,1199,2.95575285,3.00589323,2.834424973,2.947360039,2.877921581,2.843435287,2.744870186,2.765102148,3.047415495,2.7145679,2.7051301,3.131136179,2.995213509,140,158,67,90,35677,35705,32766,35640,35707,35670,35668,35637,35686,35726,35638,35753,35743,0
457.8049927,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3030992816702,12.930612381477717]}",8528,30876,25,994,729,718,1004,1420,686,1155,1166,954,971,1078,634,1041,1.505700588,1.645345092,1.680089712,1.654276252,1.573129058,1.68877697,1.621058941,1.939481497,1.750692248,1.854730248,1.685408115,1.67010057,1.604639769,135,130,65,81,35757,35792,32838,35727,35787,35756,35759,35704,35757,35806,35712,35826,35830,0
454.6498718,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.25637002004858,17.28507771406901]}",8005,30870,25,601,538,627,632,1219,835,763,999,709,981,572,571,866,0.738602996,0.882719159,0.818585277,0.967149854,0.885264099,1.330040216,1.057770967,0.926846147,0.913528919,0.881868839,0.93079865,0.950162172,0.833090961,162,295,76,48,36089,36125,33146,36079,36079,36092,36108,36061,36171,36154,36089,36161,36106,0
464.7090149,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67125327088661,12.22930863992006]}",8612,30800,22,1387,1321,1294,1473,1485,1398,1671,1380,1308,1231,1395,740,1286,6.8433218,6.375115395,6.182065964,6.265375137,6.085394859,5.660753727,6.025326729,5.635229111,5.7762146,5.834703922,6.223117828,6.505554676,6.123883724,141,258,67,92,35745,35774,32809,35723,35771,35758,35764,35722,35772,35802,35732,35812,35811,0
272.3077698,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.69204450564858,17.360749919487166]}",7996,30683,31,307,361,277,476,722,551,424,502,610,567,427,279,453,1.449611306,1.475851297,1.480872989,1.421926498,1.456356049,1.517323375,1.556492686,1.750211477,1.711647272,1.47901237,1.560990214,1.637530804,1.565151215,157,369,77,71,36134,36168,33226,36121,36126,36098,36149,36096,36179,36166,36105,36172,36126,0
238.4261475,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.1967201248885,12.921082099011711]}",8529,30863,25,1088,849,859,1152,1552,816,1307,1309,1110,1130,1181,692,1212,2.273648262,2.288903236,2.127987862,1.926440954,2.113353252,2.274258614,2.395127535,2.279512405,2.310795307,2.192336559,2.167299032,1.919160962,2.058661461,140,134,66,57,35687,35723,32776,35660,35718,35690,35694,35637,35688,35740,35645,35755,35763,0
400.5568237,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.2074457605214,14.755366176650444]}",8309,30624,22,684,844,734,897,1706,1285,1821,1283,1749,1819,1395,1193,1309,2.551827908,2.557670116,2.733628035,3.244546413,2.671163797,3.260887623,3.165807247,3.449575424,2.979469061,3.400961637,3.422249317,3.68710351,3.454818249,143,320,65,54,35803,35823,32916,35799,35807,35813,35800,35773,35838,35847,35789,35822,35823,0
278.9508972,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.12527422757053,13.508175937739642]}",8459,30975,25,1113,875,671,1137,1743,632,1258,1252,1079,1058,1125,731,1091,1.531581402,1.561123729,1.508219004,1.713487744,1.512202024,1.595697045,1.728571415,1.535778642,1.574244738,1.50654304,1.501809359,1.574516296,1.518825531,142,192,71,60,35750,35766,32833,35707,35775,35737,35738,35709,35766,35797,35712,35825,35807,0
311.1071777,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.6151043712686,13.273362475969932]}",8487,30793,25,981,967,951,1170,1486,1025,1451,1293,1297,1443,1165,786,1331,1.431759834,1.480068207,1.638363957,1.54237318,1.436783195,1.43113637,1.482801199,1.321438551,1.246034265,1.250150323,1.170832992,1.148040295,1.253371477,143,244,70,60,35694,35703,32784,35665,35707,35701,35697,35641,35704,35738,35649,35738,35750,0
430.8861084,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.78472469101939,13.134368771660192]}",8503,30574,12,3168,3086,3602,3346,3885,4187,4749,3686,4355,4767,4398,3336,4225,6.840862274,7.074203968,6.793436527,5.949539185,6.364171505,6.295769215,5.64932251,7.824512005,6.925772667,7.4939785,8.310091019,7.865239143,8.199820518,123,223,63,134,36082,36085,33118,36072,36098,36096,36077,36081,36124,36131,36096,36108,36110,1
412.5525818,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.90786590148508,12.313764261226373]}",8602,30708,32,2652,2598,2791,2908,2613,3321,3550,2601,2903,2891,3009,1980,3112,1.7267946,1.545358777,0.525211513,1.392360926,1.253890514,1.290529847,1.498611093,0.61304152,0.63698709,1.394899964,0.935003757,0.856030762,0.875965595,126,232,57,106,35540,35549,32612,35521,35560,35556,35558,35542,35581,35595,35543,35583,35587,0
